nom,url,prix_tnd,marque,ram_go,stockage_go,taille_ecran,os_platform,has_bluetooth,semaine,gamme_prix,cluster_id,cluster_direct
TÉLÉPHONE PORTABLE UNIWA E1803 - Rouge,https://www.mytek.tn/telephone-portable-uniwa-e1803-rouge.html,36.9,UNIWA,16.0,19.2,1.77,Autres,0,3,Économique,UNIWA::Économique::c0,2
TÉLÉPHONE PORTABLE UNIWA E1803 - Gris,https://www.mytek.tn/telephone-portable-uniwa-e1803-gris.html,36.9,UNIWA,16.0,19.2,1.77,Autres,0,3,Économique,UNIWA::Économique::c0,2
TÉLÉPHONE PORTABLE UNIWA E1803 - ice bleu,https://www.mytek.tn/telephone-portable-uniwa-e1803-ice-bleu.html,36.9,UNIWA,16.0,19.2,1.77,Autres,0,3,Économique,UNIWA::Économique::c0,2
Téléphone Portable UNIWA E1801 - Rouge,https://www.mytek.tn/telephone-portable-uniwa-e1801-rouge.html,37.9,UNIWA,0.03125,32.0,1.77,Inconnu,0,3,Économique,UNIWA::Économique::c0,4
Téléphone Portable UNIWA E1801 - Bleu,https://www.mytek.tn/telephone-portable-uniwa-e1801-bleu.html,37.9,UNIWA,0.03125,32.0,1.77,Autres,0,3,Économique,UNIWA::Économique::c0,2
Téléphone Portable UNIWA E1802 - Rouge,https://www.mytek.tn/telephone-portable-uniwa-e1802-rouge.html,49.0,UNIWA,51.2109375,16.0,2.4,Autres,0,3,Milieu de gamme,UNIWA::Milieu de gamme::c0,2
Téléphone Portable UNIWA E1802 - Gold,https://www.mytek.tn/telephone-portable-uniwa-e1802-gold.html,49.0,UNIWA,51.2109375,16.0,2.4,Autres,0,3,Milieu de gamme,UNIWA::Milieu de gamme::c0,2
Téléphone Portable UNIWA E1802 - Bleu,https://www.mytek.tn/telephone-portable-uniwa-e1802-bleu.html,49.0,UNIWA,51.2109375,16.0,2.4,Autres,0,3,Milieu de gamme,UNIWA::Milieu de gamme::c0,2
TÉLÉPHONE PORTABLE UNIWA E1803 -NOIR,https://www.mytek.tn/telephone-portable-uniwa-e1803-noir.html,36.9,UNIWA,16.0,19.2,1.77,Autres,0,4,Économique,UNIWA::Économique::c0,2
TÉLÉPHONE PORTABLE UNIWA E1803 - Rouge,https://www.mytek.tn/telephone-portable-uniwa-e1803-rouge.html,36.9,UNIWA,16.0,19.2,1.77,Autres,0,4,Économique,UNIWA::Économique::c0,2
TÉLÉPHONE PORTABLE UNIWA E1803 - Gris,https://www.mytek.tn/telephone-portable-uniwa-e1803-gris.html,36.9,UNIWA,16.0,19.2,1.77,Autres,0,4,Économique,UNIWA::Économique::c0,2
TÉLÉPHONE PORTABLE UNIWA E1803 - ice bleu,https://www.mytek.tn/telephone-portable-uniwa-e1803-ice-bleu.html,36.9,UNIWA,16.0,19.2,1.77,Autres,0,4,Économique,UNIWA::Économique::c0,2
Téléphone Portable UNIWA E1801 - Rouge,https://www.mytek.tn/telephone-portable-uniwa-e1801-rouge.html,37.9,UNIWA,0.03125,32.0,1.77,Inconnu,0,4,Économique,UNIWA::Économique::c0,4
Téléphone Portable UNIWA E1801 - Bleu,https://www.mytek.tn/telephone-portable-uniwa-e1801-bleu.html,37.9,UNIWA,0.03125,32.0,1.77,Autres,0,4,Économique,UNIWA::Économique::c0,2
Téléphone Portable UNIWA E1802 - Rouge,https://www.mytek.tn/telephone-portable-uniwa-e1802-rouge.html,49.0,UNIWA,51.2109375,16.0,2.4,Autres,0,4,Milieu de gamme,UNIWA::Milieu de gamme::c0,2
Téléphone Portable UNIWA E1802 - Gold,https://www.mytek.tn/telephone-portable-uniwa-e1802-gold.html,49.0,UNIWA,51.2109375,16.0,2.4,Autres,0,4,Milieu de gamme,UNIWA::Milieu de gamme::c0,2
Téléphone Portable UNIWA E1802 - Bleu,https://www.mytek.tn/telephone-portable-uniwa-e1802-bleu.html,49.0,UNIWA,51.2109375,16.0,2.4,Autres,0,4,Milieu de gamme,UNIWA::Milieu de gamme::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-e2106-noir.html,45.9,PHILIPS,0.02578125,32.0,2.0,Autres,0,1,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Deep Blue",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-deep-blue.html,45.9,PHILIPS,0.02578125,32.0,2.0,Autres,0,1,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Bleu",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-bleu.html,45.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,1,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Deep Bleu",https://www.mytek.tn/telephone-portable-philips-e2130-deep-bleu.html,56.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,1,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-fun101-2-1500-mah-noir.html,56.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,1,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-e2106-noir.html,45.9,PHILIPS,0.00390625,181.0,2.0,Autres,0,2,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Bleu",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-bleu.html,45.9,PHILIPS,0.00390625,181.0,2.0,Autres,0,2,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Deep Blue",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-deep-blue.html,45.9,PHILIPS,0.00390625,181.0,2.0,Autres,0,2,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Deep Bleu",https://www.mytek.tn/telephone-portable-philips-e2130-deep-bleu.html,56.9,PHILIPS,0.00390625,181.0,2.0,Autres,0,2,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-fun101-2-1500-mah-noir.html,56.9,PHILIPS,0.00390625,181.0,2.0,Autres,0,2,Économique,PHILIPS::Économique::c0,2
Téléphone Portable PHILIPS XENIUM 210 - Noir,https://www.mytek.tn/telephone-portable-philips-xenium-210-noir.html,89.9,PHILIPS,0.0078125,16.0,2.4,Autres,0,2,Milieu de gamme,PHILIPS::Milieu de gamme::c0,2
"Téléphone Portable PHILIPS E2830 3.0"" 2000 mAh - Gris",https://www.mytek.tn/telephone-portable-philips-e2830-3-0-2000-mah-gris.html,99.0,PHILIPS,0.0078125,32.0,3.0,Autres,0,2,Milieu de gamme,PHILIPS::Milieu de gamme::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-e2106-noir.html,45.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,3,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Bleu",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-bleu.html,45.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,3,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Deep Blue",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-deep-blue.html,45.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,3,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Deep Bleu",https://www.mytek.tn/telephone-portable-philips-e2130-deep-bleu.html,56.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,3,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-fun101-2-1500-mah-noir.html,56.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,3,Économique,PHILIPS::Économique::c0,2
Téléphone Portable PHILIPS XENIUM 210 - Noir,https://www.mytek.tn/telephone-portable-philips-xenium-210-noir.html,89.9,PHILIPS,0.0078125,16.0,2.4,Autres,0,3,Milieu de gamme,PHILIPS::Milieu de gamme::c0,2
"Téléphone Portable PHILIPS E2830 3.0"" 2000 mAh - Gris",https://www.mytek.tn/telephone-portable-philips-e2830-3-0-2000-mah-gris.html,99.0,PHILIPS,0.0078125,32.0,3.0,Autres,0,3,Milieu de gamme,PHILIPS::Milieu de gamme::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-e2106-noir.html,45.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,4,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Bleu",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-bleu.html,45.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,4,Économique,PHILIPS::Économique::c0,2
"Téléphone Portable PHILIPS Fun 100 Dual SIM 2"" 1000 mAh - Deep Blue",https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-deep-blue.html,45.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,4,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Deep Bleu",https://www.mytek.tn/telephone-portable-philips-e2130-deep-bleu.html,56.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,4,Économique,PHILIPS::Économique::c0,2
"Téléphone portable PHILIPS FUN101 2"" 1500 mAh - Noir",https://www.mytek.tn/telephone-portable-philips-fun101-2-1500-mah-noir.html,56.9,PHILIPS,0.00390625,32.0,2.0,Autres,0,4,Économique,PHILIPS::Économique::c0,2
Téléphone Portable PHILIPS XENIUM 210 - Noir,https://www.mytek.tn/telephone-portable-philips-xenium-210-noir.html,89.9,PHILIPS,0.0078125,16.0,2.4,Autres,0,4,Milieu de gamme,PHILIPS::Milieu de gamme::c0,2
"Téléphone Portable PHILIPS E2830 3.0"" 2000 mAh - Gris",https://www.mytek.tn/telephone-portable-philips-e2830-3-0-2000-mah-gris.html,99.0,PHILIPS,0.0078125,32.0,3.0,Autres,0,4,Milieu de gamme,PHILIPS::Milieu de gamme::c0,2
Téléphone Portable NOKIA 105 CRAZY 5 - Noir,https://www.mytek.tn/telephone-portable-nokia-105-crazy-5-noir.html,59.0,NOKIA,0.00390625,32.0,1.77,Inconnu,0,1,Économique,NOKIA::Économique::c1,4
Téléphone Portable NOKIA 105 CRAZY 5 - Bleu,https://www.mytek.tn/telephone-portable-nokia-105-crazy-5-bleuu.html,59.0,NOKIA,0.00390625,32.0,1.77,Inconnu,0,1,Économique,NOKIA::Économique::c1,4
Téléphone Portable NOKIA 105 CRAZY 5 - Noir,https://www.mytek.tn/telephone-portable-nokia-105-crazy-5-noir.html,59.0,NOKIA,0.00390625,181.0,1.77,Inconnu,0,2,Économique,NOKIA::Économique::c1,4
Téléphone portable NOKIA 130 HMD Nina - Dark Gray,https://www.mytek.tn/telephone-portable-nokia-130-hmd-nina-dark-gray.html,89.0,NOKIA,0.0078125,16.0,2.4,Autres,1,2,Économique,NOKIA::Économique::c0,1
Téléphone portable NOKIA HMD 130 Nina - Bleu,https://www.mytek.tn/telephone-portable-nokia-130-hmd-nina-bleu.html,89.0,NOKIA,0.0078125,16.0,2.4,Autres,1,2,Économique,NOKIA::Économique::c0,1
Téléphone portable Nokia 110 Power - Gris,https://www.mytek.tn/telephone-portable-nokia-110-power-gris.html,99.0,NOKIA,0.00390625,181.0,2.0,S30+,1,2,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone portable NOKIA HMD 150 Nina - Dark Gray,https://www.mytek.tn/telephone-portable-nokia-hmd-150-nina-dark-gray.html,109.0,NOKIA,0.0078125,825.0,2.4,S30+,1,2,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone portable NOKIA HMD 150 Nina - Purple,https://www.mytek.tn/telephone-portable-nokia-hmd-150-nina-purple.html,109.0,NOKIA,0.0078125,16.0,2.4,S30+,1,2,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone Portable NOKIA 2660 Flip - Noir,https://www.mytek.tn/telephone-portable-nokia-2660-flip-noir.html,249.0,NOKIA,0.046875,181.0,2.8,S30+,0,2,Premium,NOKIA::Premium::c0,5
Téléphone Portable NOKIA 105 CRAZY 5 - Noir,https://www.mytek.tn/telephone-portable-nokia-105-crazy-5-noir.html,59.0,NOKIA,0.00390625,32.0,1.77,Inconnu,0,3,Économique,NOKIA::Économique::c1,4
Téléphone Portable NOKIA 105 CRAZY 5 - Bleu,https://www.mytek.tn/telephone-portable-nokia-105-crazy-5-bleuu.html,59.0,NOKIA,0.00390625,32.0,1.77,Inconnu,0,3,Économique,NOKIA::Économique::c1,4
Téléphone portable NOKIA 130 HMD Nina - Dark Gray,https://www.mytek.tn/telephone-portable-nokia-130-hmd-nina-dark-gray.html,89.0,NOKIA,0.0078125,16.0,2.4,Autres,1,3,Économique,NOKIA::Économique::c0,1
Téléphone portable NOKIA HMD 130 Nina - Bleu,https://www.mytek.tn/telephone-portable-nokia-130-hmd-nina-bleu.html,89.0,NOKIA,0.0078125,16.0,2.4,Autres,1,3,Économique,NOKIA::Économique::c0,1
Téléphone portable Nokia 110 Power - Gris,https://www.mytek.tn/telephone-portable-nokia-110-power-gris.html,99.0,NOKIA,0.00390625,32.0,2.0,S30+,1,3,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone portable NOKIA HMD 150 Nina - Dark Gray,https://www.mytek.tn/telephone-portable-nokia-hmd-150-nina-dark-gray.html,109.0,NOKIA,0.0078125,825.0,2.4,S30+,1,3,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone portable NOKIA HMD 150 Nina - Purple,https://www.mytek.tn/telephone-portable-nokia-hmd-150-nina-purple.html,109.0,NOKIA,0.0078125,16.0,2.4,S30+,1,3,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone Portable NOKIA 2660 Flip - Noir,https://www.mytek.tn/telephone-portable-nokia-2660-flip-noir.html,249.0,NOKIA,0.046875,181.0,2.8,S30+,0,3,Premium,NOKIA::Premium::c0,5
Téléphone Portable NOKIA 105 CRAZY 5 - Noir,https://www.mytek.tn/telephone-portable-nokia-105-crazy-5-noir.html,59.0,NOKIA,0.00390625,32.0,1.77,Inconnu,0,4,Économique,NOKIA::Économique::c1,4
Téléphone Portable NOKIA 105 CRAZY 5 - Bleu,https://www.mytek.tn/telephone-portable-nokia-105-crazy-5-bleuu.html,59.0,NOKIA,0.00390625,32.0,1.77,Inconnu,0,4,Économique,NOKIA::Économique::c1,4
Téléphone portable NOKIA 130 HMD Nina - Dark Gray,https://www.mytek.tn/telephone-portable-nokia-130-hmd-nina-dark-gray.html,89.0,NOKIA,0.0078125,16.0,2.4,Autres,1,4,Économique,NOKIA::Économique::c0,1
Téléphone portable NOKIA HMD 130 Nina - Bleu,https://www.mytek.tn/telephone-portable-nokia-130-hmd-nina-bleu.html,89.0,NOKIA,0.0078125,16.0,2.4,Autres,1,4,Économique,NOKIA::Économique::c0,1
Téléphone portable Nokia 110 Power - Gris,https://www.mytek.tn/telephone-portable-nokia-110-power-gris.html,99.0,NOKIA,0.00390625,32.0,2.0,S30+,1,4,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone portable NOKIA HMD 150 Nina - Dark Gray,https://www.mytek.tn/telephone-portable-nokia-hmd-150-nina-dark-gray.html,109.0,NOKIA,0.0078125,825.0,2.4,S30+,1,4,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone portable NOKIA HMD 150 Nina - Purple,https://www.mytek.tn/telephone-portable-nokia-hmd-150-nina-purple.html,109.0,NOKIA,0.0078125,16.0,2.4,S30+,1,4,Milieu de gamme,NOKIA::Milieu de gamme::c0,5
Téléphone Portable NOKIA 2660 Flip - Noir,https://www.mytek.tn/telephone-portable-nokia-2660-flip-noir.html,249.0,NOKIA,0.046875,181.0,2.8,S30+,0,4,Premium,NOKIA::Premium::c0,5
Téléphone Portable EVERTEK EX18 - Orange,https://www.mytek.tn/telephone-portable-evertek-ex18-orange.html,35.0,EVERTEK,0.0234375,32.0,1.8,Autres,1,1,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Silver,https://www.mytek.tn/telephone-portable-evertek-e3218-silver.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,1,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Rouge,https://www.mytek.tn/telephone-portable-evertek-e3218-rouge.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,1,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Bleu,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,1,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Bleu Marine,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu-marine.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,1,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Vert,https://www.mytek.tn/telephone-portable-evertek-e3218-vert.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,1,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Noir,https://www.mytek.tn/telephone-portable-evertek-e3218-noir.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,1,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3224 - Bleu foncé,https://www.mytek.tn/telephone-portable-evertek-e3224-bleu-fonce.html,49.0,EVERTEK,0.0234375,32.0,2.4,Autres,1,1,Milieu de gamme,EVERTEK::Milieu de gamme::c0,1
Téléphone Portable EVERTEK EX18 - Orange,https://www.mytek.tn/telephone-portable-evertek-ex18-orange.html,35.0,EVERTEK,0.0234375,181.0,1.8,Autres,1,2,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Silver,https://www.mytek.tn/telephone-portable-evertek-e3218-silver.html,38.0,EVERTEK,0.03125,181.0,1.77,Autres,1,2,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Rouge,https://www.mytek.tn/telephone-portable-evertek-e3218-rouge.html,38.0,EVERTEK,0.03125,181.0,1.77,Autres,1,2,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Bleu,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu.html,38.0,EVERTEK,0.03125,181.0,1.77,Autres,1,2,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Noir,https://www.mytek.tn/telephone-portable-evertek-e3218-noir.html,38.0,EVERTEK,0.03125,181.0,1.77,Autres,1,2,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Vert,https://www.mytek.tn/telephone-portable-evertek-e3218-vert.html,38.0,EVERTEK,0.03125,181.0,1.77,Autres,1,2,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Bleu Marine,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu-marine.html,38.0,EVERTEK,0.03125,181.0,1.77,Autres,1,2,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3224 - Bleu foncé,https://www.mytek.tn/telephone-portable-evertek-e3224-bleu-fonce.html,49.0,EVERTEK,0.0234375,16.0,2.4,Autres,1,2,Milieu de gamme,EVERTEK::Milieu de gamme::c0,1
Téléphone Portable EVERTEK E3218 - Bleu,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,3,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Bleu Marine,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu-marine.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,3,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Bleu,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,4,Économique,EVERTEK::Économique::c0,1
Téléphone Portable EVERTEK E3218 - Bleu Marine,https://www.mytek.tn/telephone-portable-evertek-e3218-bleu-marine.html,38.0,EVERTEK,0.03125,32.0,1.77,Autres,1,4,Économique,EVERTEK::Économique::c0,1
Téléphone Portable X-TIGI Kids1 - Rose,https://www.mytek.tn/telephone-portable-x-tigi-kids1-rose.html,69.9,X-TIGI,0.0625,32.0,2.0,Autres,1,1,,,1
Téléphone Portable X-TIGI Kids1 - Bleu,https://www.mytek.tn/telephone-portable-x-tigi-kids1-bleu.html,69.9,X-TIGI,0.0625,32.0,2.0,Sans Système,1,1,,,0
Téléphone Portable X-TIGI Kids1 - Violet,https://www.mytek.tn/telephone-portable-x-tigi-kids1-violet.html,69.9,X-TIGI,0.0625,32.0,2.0,Autres,1,1,,,1
Téléphone Portable X-TIGI Kids1 - Vert,https://www.mytek.tn/telephone-portable-x-tigi-kids1-vert.html,69.9,X-TIGI,0.02578125,32.0,2.0,Sans Système,1,1,,,0
Téléphone Portable X-TIGI Kids1 - Rose,https://www.mytek.tn/telephone-portable-x-tigi-kids1-rose.html,69.9,X-TIGI,0.0625,32.0,2.0,Autres,1,3,,,1
Téléphone Portable X-TIGI Kids1 - Bleu,https://www.mytek.tn/telephone-portable-x-tigi-kids1-bleu.html,69.9,X-TIGI,0.0625,32.0,2.0,Sans Système,1,3,,,0
Téléphone Portable X-TIGI Kids1 - Violet,https://www.mytek.tn/telephone-portable-x-tigi-kids1-violet.html,69.9,X-TIGI,0.0625,32.0,2.0,Autres,1,3,,,1
Téléphone Portable X-TIGI Kids1 - Vert,https://www.mytek.tn/telephone-portable-x-tigi-kids1-vert.html,69.9,X-TIGI,0.0203125,32.0,2.0,Sans Système,1,3,,,0
Téléphone Portable X-TIGI Kids1 - Rose,https://www.mytek.tn/telephone-portable-x-tigi-kids1-rose.html,69.9,X-TIGI,0.0625,32.0,2.0,Autres,1,4,,,1
Téléphone Portable X-TIGI Kids1 - Bleu,https://www.mytek.tn/telephone-portable-x-tigi-kids1-bleu.html,69.9,X-TIGI,0.0625,32.0,2.0,Sans Système,1,4,,,0
Téléphone Portable X-TIGI Kids1 - Violet,https://www.mytek.tn/telephone-portable-x-tigi-kids1-violet.html,69.9,X-TIGI,0.0625,32.0,2.0,Autres,1,4,,,1
Téléphone Portable X-TIGI Kids1 - Vert,https://www.mytek.tn/telephone-portable-x-tigi-kids1-vert.html,69.9,X-TIGI,0.0203125,32.0,2.0,Sans Système,1,4,,,0
Téléphone Portable Maxfone 16 Max - Noir,https://www.mytek.tn/telephone-portable-maxfone-16-max-noir.html,79.9,MAXFONE,0.03125,32.0,2.4,Autres,1,1,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable Maxfone 16 Max - Gold,https://www.mytek.tn/telephone-portable-maxfone-16-max-gold.html,79.9,MAXFONE,0.03125,32.0,2.4,Autres,1,1,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable Maxfone 16 Max - Noir,https://www.mytek.tn/telephone-portable-maxfone-16-max-noir.html,79.9,MAXFONE,0.03125,16.0,2.4,Autres,1,2,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable Maxfone 16 Max - Gold,https://www.mytek.tn/telephone-portable-maxfone-16-max-gold.html,79.9,MAXFONE,0.03125,16.0,2.4,Autres,1,2,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable Maxfone 16 Max - Noir,https://www.mytek.tn/telephone-portable-maxfone-16-max-noir.html,79.9,MAXFONE,0.03125,16.0,2.4,Autres,1,3,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable Maxfone 16 Max - Gold,https://www.mytek.tn/telephone-portable-maxfone-16-max-gold.html,79.9,MAXFONE,0.03125,16.0,2.4,Autres,1,3,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable Maxfone 16 Max - Noir,https://www.mytek.tn/telephone-portable-maxfone-16-max-noir.html,79.9,MAXFONE,0.03125,16.0,2.4,Autres,1,4,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable Maxfone 16 Max - Gold,https://www.mytek.tn/telephone-portable-maxfone-16-max-gold.html,79.9,MAXFONE,0.03125,16.0,2.4,Autres,1,4,Gamme unique,MAXFONE::Gamme unique::c0,1
Téléphone Portable ITEL it2165 - Noir,https://www.mytek.tn/telephone-portable-itel-it2165-noir.html,35.0,ITEL,12.8046875,32.0,1.8,Autres,0,1,Gamme unique,ITEL::Gamme unique::c0,2
Téléphone Portable ITEL it2165 - Bleu Cité,https://www.mytek.tn/telephone-portable-itel-it2165-bleu-cite.html,35.0,ITEL,12.8046875,32.0,1.8,Autres,0,1,Gamme unique,ITEL::Gamme unique::c0,2
Téléphone Portable ITEL it2165 - Noir,https://www.mytek.tn/telephone-portable-itel-it2165-noir.html,35.0,ITEL,0.0296875,181.0,1.8,Autres,0,2,Gamme unique,ITEL::Gamme unique::c0,2
Téléphone Portable ITEL it2165 - Bleu Cité,https://www.mytek.tn/telephone-portable-itel-it2165-bleu-cite.html,35.0,ITEL,0.0296875,181.0,1.8,Autres,0,2,Gamme unique,ITEL::Gamme unique::c0,2
Téléphone Portable ITEL it2165 - Noir,https://www.mytek.tn/telephone-portable-itel-it2165-noir.html,35.0,ITEL,0.0203125,32.0,1.8,Autres,0,3,Gamme unique,ITEL::Gamme unique::c0,2
Téléphone Portable ITEL it2165 - Noir,https://www.mytek.tn/telephone-portable-itel-it2165-noir.html,35.0,ITEL,0.0203125,32.0,1.8,Autres,0,4,Gamme unique,ITEL::Gamme unique::c0,2
