categorie,marque,gamme,cluster,semaine_t,semaine_t1,n_produits_t,n_produits_t1,delta_prix_reel_pct,delta_estime_hedonic_pct,delta_estime_ridge_pct,delta_estime_rf_pct,ecart_residuel_pct,classification,cause_principale,accord_modeles,fiabilite_limitee,composition_stable,bootstrap_possible,ecart_residuel_ic_bas,ecart_residuel_ic_haut,ecart_residuel_p_value,ecart_residuel_significatif
smartphones,SAMSUNG,Économique,c1,2,3,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-31.72,11.58,0.946,False
smartphones,SAMSUNG,Économique,c1,3,4,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-31.69,10.29,0.956,False
smartphones,SAMSUNG,Économique,c2,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-2.44,1.79,0.774,False
smartphones,SAMSUNG,Économique,c2,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-2.44,1.79,0.806,False
smartphones,SAMSUNG,Économique,c2,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-2.44,1.79,0.768,False
smartphones,TECNO,Gamme unique,c0,1,2,6,4,-0.28,-0.58,-0.7,0.86,0.3,Effectif du cluster modifié (6 → 4 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,False,False,False,True,-0.05,0.89,0.174,False
smartphones,TECNO,Gamme unique,c0,2,3,4,4,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-0.07,0.06,0.794,False
smartphones,TECNO,Gamme unique,c0,3,4,4,4,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-0.07,0.06,0.746,False
smartphones,VIVO,Milieu de gamme,c0,1,2,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-19.59,16.08,0.962,False
smartphones,VIVO,Milieu de gamme,c0,2,3,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-19.8,17.06,0.994,False
smartphones,VIVO,Milieu de gamme,c0,3,4,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-19.15,16.23,0.952,False
smartphones,VIVO,Premium,c0,1,2,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-22.61,16.08,0.998,False
smartphones,VIVO,Premium,c0,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-25.67,16.22,0.998,False
smartphones,VIVO,Premium,c0,3,4,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-23.62,15.02,0.98,False
smartphones,VIVO,Économique,c0,1,2,8,5,-6.68,-4.16,-2.01,-10.77,-2.52,Effectif du cluster modifié (8 → 5 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-7.06,1.94,0.266,False
smartphones,VIVO,Économique,c0,2,3,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-3.72,4.07,0.89,False
smartphones,VIVO,Économique,c0,3,4,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-3.72,4.07,0.928,False
smartphones,XIAOMI,Milieu de gamme,c0,1,2,14,14,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.34,14.57,0.984,False
smartphones,XIAOMI,Milieu de gamme,c0,2,3,14,14,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.06,14.24,0.976,False
smartphones,XIAOMI,Milieu de gamme,c0,3,4,14,14,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-17.84,14.02,0.958,False
smartphones,XIAOMI,Premium,c0,1,2,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-10.97,9.06,0.976,False
smartphones,XIAOMI,Premium,c0,2,3,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-10.28,9.29,0.982,False
smartphones,XIAOMI,Premium,c0,3,4,15,15,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.65,9.27,0.938,False
smartphones,XIAOMI,Économique,c0,1,2,20,17,-1.24,-0.56,-2.07,-2.02,-0.68,Effectif du cluster modifié (20 → 17 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-6.76,5.7,0.89,False
smartphones,XIAOMI,Économique,c0,2,3,17,17,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-6.44,5.92,0.97,False
smartphones,XIAOMI,Économique,c0,3,4,17,17,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-6.36,6.3,0.944,False
telephones_portables,AMI,Économique,c0,1,2,10,10,0.0,-1.2,0.0,0.13,1.2,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-2.9,5.84,0.646,False
telephones_portables,AMI,Économique,c0,2,3,10,10,0.0,0.85,0.0,0.0,-0.85,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.41,3.61,0.768,False
telephones_portables,AMI,Économique,c0,3,4,10,10,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-3.76,3.94,0.886,False
telephones_portables,AMI,Économique,c1,1,2,6,6,0.0,3.94,3.94,0.0,-3.94,Amélioration technique non répercutée sur le prix (gain caché pour l'acheteur),qualite,True,False,True,True,-3.94,-3.94,0.0,True
telephones_portables,AMI,Économique,c1,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,0.0,0.0,0.0,False
telephones_portables,AMI,Économique,c1,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,0.0,0.0,0.0,False
telephones_portables,CLEVER,Gamme unique,c0,1,2,6,5,0.0,0.29,0.29,0.0,-0.29,Effectif du cluster modifié (6 → 5 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-0.26,-0.26,0.0,True
telephones_portables,CLEVER,Gamme unique,c0,2,3,5,5,0.0,-0.06,-0.06,0.0,0.06,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,0.05,0.05,0.0,True
telephones_portables,CLEVER,Gamme unique,c0,3,4,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,0.0,0.0,0.0,False
telephones_portables,EVERTEK,Gamme unique,c0,1,2,8,8,0.0,-2.07,-2.07,0.0,2.07,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.42,8.21,0.56,False
telephones_portables,EVERTEK,Gamme unique,c0,2,3,8,2,-2.14,-3.54,-3.54,-8.12,1.4,Effectif du cluster modifié (8 → 2 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,True,False,True,-2.47,5.93,0.466,False
telephones_portables,EVERTEK,Gamme unique,c0,3,4,2,2,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,True,True,True,0.0,0.0,0.0,False
telephones_portables,PHILIPS,Gamme unique,c0,1,2,5,5,0.0,-2.41,-5.92,4.8,2.41,Stabilité réelle (prix et caractéristiques inchangés),aucune,False,False,True,True,-9.68,16.17,0.81,False
telephones_portables,PHILIPS,Gamme unique,c0,2,3,5,5,0.0,2.47,6.31,0.61,-2.47,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-14.57,11.29,0.782,False
telephones_portables,PHILIPS,Gamme unique,c0,3,4,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-12.09,13.76,0.756,False
telephones_portables,SMARTEC,Économique,c0,1,2,14,12,-2.19,8.04,5.48,-1.75,-10.23,Effectif du cluster modifié (14 → 12 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,False,False,False,True,-28.58,3.3,0.142,False
telephones_portables,SMARTEC,Économique,c0,2,3,12,14,2.23,-6.41,-6.0,2.23,8.64,Effectif du cluster modifié (12 → 14 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,False,False,False,True,-5.11,25.14,0.26,False
telephones_portables,SMARTEC,Économique,c0,3,4,14,14,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-20.69,18.95,0.958,False
telephones_portables,UNIWA,Gamme unique,c0,1,2,9,9,0.0,0.75,-3.52,-0.02,-0.75,Stabilité réelle (prix et caractéristiques inchangés),aucune,False,False,True,True,-14.27,8.58,0.866,False
telephones_portables,UNIWA,Gamme unique,c0,2,3,9,9,0.0,0.51,0.89,0.0,-0.51,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.26,10.39,0.964,False
telephones_portables,UNIWA,Gamme unique,c0,3,4,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.32,9.32,0.988,False
televiseurs,ECOSAT,Gamme unique,c0,1,2,5,5,-0.27,-0.27,-0.32,-1.03,0.01,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.53,4.07,0.978,False
televiseurs,ECOSAT,Gamme unique,c0,2,3,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.73,4.22,0.96,False
televiseurs,ECOSAT,Gamme unique,c0,3,4,5,5,0.0,-0.41,-0.49,0.11,0.41,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-3.95,5.35,0.838,False
televiseurs,HISENSE,Gamme unique,c0,1,2,9,9,0.0,-0.15,-0.18,-0.75,0.15,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-24.7,15.35,0.988,False
televiseurs,HISENSE,Gamme unique,c0,2,3,9,9,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-25.15,13.9,0.99,False
televiseurs,HISENSE,Gamme unique,c0,3,4,9,8,-7.86,-5.81,-5.87,-6.31,-2.05,Effectif du cluster modifié (9 → 8 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-31.63,10.04,0.788,False
televiseurs,LG,Premium,c0,1,2,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.93,3.57,0.958,False
televiseurs,LG,Premium,c0,2,3,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-4.9,3.4,0.978,False
televiseurs,LG,Premium,c0,3,4,5,5,0.0,0.17,0.19,0.04,-0.17,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-5.22,3.57,0.94,False
televiseurs,LG,Économique,c0,1,2,6,5,3.29,0.56,-0.11,0.99,2.72,Effectif du cluster modifié (6 → 5 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-14.89,15.13,0.734,False
televiseurs,LG,Économique,c0,2,3,5,5,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-18.16,15.47,0.962,False
televiseurs,LG,Économique,c0,3,4,5,4,-10.74,-13.01,-12.83,-12.7,2.27,Effectif du cluster modifié (5 → 4 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-14.23,17.14,0.78,False
televiseurs,MAXWELL,Gamme unique,c0,1,2,7,6,-9.84,-10.88,-10.55,-10.89,1.05,Effectif du cluster modifié (7 → 6 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-6.48,9.32,0.784,False
televiseurs,MAXWELL,Gamme unique,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.78,10.86,0.96,False
televiseurs,MAXWELL,Gamme unique,c0,3,4,6,6,0.0,-0.34,-0.4,-0.48,0.34,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.82,10.8,0.902,False
televiseurs,SAMSUNG,Milieu de gamme,c0,1,2,6,6,0.0,-0.23,-0.27,-0.03,0.23,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-20.5,19.59,0.954,False
televiseurs,SAMSUNG,Milieu de gamme,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-19.22,18.92,0.97,False
televiseurs,SAMSUNG,Milieu de gamme,c0,3,4,6,5,-1.88,3.36,2.89,-1.5,-5.24,Effectif du cluster modifié (6 → 5 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,False,False,False,True,-24.99,13.4,0.596,False
televiseurs,SAMSUNG,Premium,c0,1,2,7,7,0.0,0.83,0.98,0.0,-0.83,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.89,16.09,0.908,False
televiseurs,SAMSUNG,Premium,c0,2,3,7,7,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.89,17.13,0.966,False
televiseurs,SAMSUNG,Premium,c0,3,4,7,7,0.0,-0.82,-0.97,0.0,0.82,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-15.47,19.04,0.86,False
televiseurs,SAMSUNG,Économique,c0,1,2,8,8,0.0,0.0,0.0,-1.36,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-14.49,9.67,0.988,False
televiseurs,SAMSUNG,Économique,c0,2,3,8,8,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.3,9.22,0.984,False
televiseurs,SAMSUNG,Économique,c0,3,4,8,8,0.0,-0.36,-0.97,-1.96,0.36,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.94,10.45,0.962,False
televiseurs,TCL,Milieu de gamme,c0,1,2,6,6,0.0,-0.23,-0.27,0.25,0.23,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.79,10.03,0.958,False
televiseurs,TCL,Milieu de gamme,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.96,10.97,0.976,False
televiseurs,TCL,Milieu de gamme,c0,3,4,6,6,0.0,-0.07,-0.08,-0.47,0.07,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-12.56,9.89,0.98,False
televiseurs,TCL,Premium,c0,1,2,6,6,0.0,0.97,1.14,0.0,-0.97,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-9.71,8.45,0.814,False
televiseurs,TCL,Premium,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.37,9.52,0.988,False
televiseurs,TCL,Premium,c0,3,4,6,6,-0.73,-1.3,-1.53,0.0,0.57,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.68,11.49,0.878,False
televiseurs,TCL,Économique,c0,1,2,6,6,0.0,0.34,0.41,0.01,-0.34,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.73,7.11,0.988,False
televiseurs,TCL,Économique,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.96,7.06,0.974,False
televiseurs,TCL,Économique,c0,3,4,6,5,-3.81,-2.33,-3.18,-3.94,-1.47,Effectif du cluster modifié (6 → 5 produits) — lecture prix/qualité non isolable (cf. cause_principale='effectif'),effectif,True,False,False,True,-10.53,4.39,0.626,False
televiseurs,TELEFUNKEN,Milieu de gamme,c0,1,2,6,6,0.0,0.57,0.68,1.34,-0.57,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-27.92,20.99,0.944,False
televiseurs,TELEFUNKEN,Milieu de gamme,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-27.1,23.02,0.988,False
televiseurs,TELEFUNKEN,Milieu de gamme,c0,3,4,6,6,0.0,-1.09,-1.65,-0.59,1.09,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-25.02,22.51,0.966,False
televiseurs,TELEFUNKEN,Premium,c0,1,2,6,6,0.0,0.25,0.3,0.39,-0.25,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.94,13.0,0.96,False
televiseurs,TELEFUNKEN,Premium,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.24,13.53,0.984,False
televiseurs,TELEFUNKEN,Premium,c0,3,4,6,6,0.0,-0.69,-0.81,-0.65,0.69,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-16.8,15.84,0.9,False
televiseurs,TELEFUNKEN,Économique,c0,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-18.83,15.01,0.988,False
televiseurs,TELEFUNKEN,Économique,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-20.51,15.9,0.974,False
televiseurs,TELEFUNKEN,Économique,c0,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-18.8,15.65,0.95,False
televiseurs,THOMSON,Premium,c0,1,2,4,4,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.16,11.15,0.982,False
televiseurs,THOMSON,Premium,c0,2,3,4,4,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-7.63,10.36,0.948,False
televiseurs,THOMSON,Premium,c0,3,4,4,4,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-8.02,11.16,0.994,False
televiseurs,THOMSON,Économique,c0,1,2,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.04,10.41,1.0,False
televiseurs,THOMSON,Économique,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.35,10.6,0.992,False
televiseurs,THOMSON,Économique,c0,3,4,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-11.35,10.56,0.964,False
televiseurs,VEGA,Gamme unique,c0,1,2,6,6,0.0,0.46,0.57,-0.94,-0.46,Stabilité réelle (prix et caractéristiques inchangés),aucune,False,False,True,True,-16.12,5.81,0.952,False
televiseurs,VEGA,Gamme unique,c0,2,3,6,6,0.0,0.0,0.0,0.0,0.0,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-14.74,5.64,0.95,False
televiseurs,VEGA,Gamme unique,c0,3,4,6,6,0.0,-1.03,-1.24,-0.27,1.03,Stabilité réelle (prix et caractéristiques inchangés),aucune,True,False,True,True,-13.05,6.12,0.876,False
