categorie,marque,gamme,cluster,semaine,moyenne_geometrique,moyenne_estimee_ridge,moyenne_estimee_hedonic,moyenne_estimee_rf,erreur_ridge_pct,erreur_hedonic_pct,erreur_rf_pct,n_produits,source_ridge,source_hedonic,source_rf
televiseurs,ECOSAT,Gamme unique,c0,4,682.37,624.56,538.74,694.1,-8.47,-21.05,1.72,5,categorie,categorie,categorie
televiseurs,HISENSE,Gamme unique,c0,1,3323.66,3654.95,3706.43,3513.55,9.97,11.52,5.71,9,n1,categorie,n1
televiseurs,HISENSE,Gamme unique,c0,2,3323.66,3648.37,3700.77,3487.04,9.77,11.35,4.92,9,n1,categorie,n1
televiseurs,HISENSE,Gamme unique,c0,3,3323.66,3648.37,3700.77,3487.04,9.77,11.35,4.92,9,n1,categorie,n1
televiseurs,HISENSE,Gamme unique,c0,4,3062.35,3434.34,3485.65,3266.97,12.15,13.82,6.68,8,n1,categorie,n1
televiseurs,LG,Premium,c0,1,4696.44,4701.65,4817.3,4098.7,0.11,2.57,-12.73,5,n1,categorie,n1
televiseurs,LG,Premium,c0,2,4696.44,4701.65,4817.3,4098.7,0.11,2.57,-12.73,5,n1,categorie,n1
televiseurs,LG,Premium,c0,3,4696.44,4701.65,4817.3,4098.7,0.11,2.57,-12.73,5,n1,categorie,n1
televiseurs,LG,Premium,c0,4,4696.44,4710.81,4825.26,4100.23,0.31,2.74,-12.69,5,n1,categorie,n1
televiseurs,LG,Économique,c0,1,1997.09,2197.01,2169.44,2257.91,10.01,8.63,13.06,6,n1,categorie,n1
televiseurs,LG,Économique,c0,2,2062.72,2194.6,2181.63,2280.22,6.39,5.76,10.54,5,n1,categorie,n1
televiseurs,LG,Économique,c0,3,2062.72,2194.6,2181.63,2280.22,6.39,5.76,10.54,5,n1,categorie,n1
televiseurs,LG,Économique,c0,4,1841.25,1913.11,1897.83,1990.73,3.9,3.07,8.12,4,n1,categorie,n1
televiseurs,MAXWELL,Gamme unique,c0,1,1029.56,1024.8,1028.12,1088.0,-0.46,-0.14,5.68,7,categorie,categorie,categorie
televiseurs,MAXWELL,Gamme unique,c0,2,928.26,916.73,916.21,969.47,-1.24,-1.3,4.44,6,categorie,categorie,categorie
televiseurs,MAXWELL,Gamme unique,c0,3,928.26,916.73,916.21,969.47,-1.24,-1.3,4.44,6,categorie,categorie,categorie
televiseurs,MAXWELL,Gamme unique,c0,4,928.26,913.02,913.06,964.78,-1.64,-1.64,3.93,6,categorie,categorie,categorie
televiseurs,SAMSUNG,Milieu de gamme,c0,1,2817.87,2642.24,2626.49,2705.93,-6.23,-6.79,-3.97,6,n1,categorie,n1
televiseurs,SAMSUNG,Milieu de gamme,c0,2,2817.87,2635.1,2620.47,2705.04,-6.49,-7.01,-4.0,6,n1,categorie,n1
televiseurs,SAMSUNG,Milieu de gamme,c0,3,2817.87,2635.1,2620.47,2705.04,-6.49,-7.01,-4.0,6,n1,categorie,n1
televiseurs,SAMSUNG,Milieu de gamme,c0,4,2764.79,2711.25,2708.52,2664.55,-1.94,-2.04,-3.63,5,n1,categorie,n1
televiseurs,SAMSUNG,Premium,c0,1,5004.75,4743.08,4944.39,5099.28,-5.23,-1.21,1.89,7,n1,categorie,n1
televiseurs,SAMSUNG,Premium,c0,2,5004.75,4789.46,4985.39,5099.28,-4.3,-0.39,1.89,7,n1,categorie,n1
televiseurs,SAMSUNG,Premium,c0,3,5004.75,4789.46,4985.39,5099.28,-4.3,-0.39,1.89,7,n1,categorie,n1
televiseurs,SAMSUNG,Premium,c0,4,5004.75,4743.08,4944.39,5099.28,-5.23,-1.21,1.89,7,n1,categorie,n1
televiseurs,SAMSUNG,Économique,c0,1,1444.41,1643.81,1604.75,1446.01,13.8,11.1,0.11,8,n1,categorie,n1
televiseurs,SAMSUNG,Économique,c0,2,1444.41,1643.81,1604.75,1426.4,13.8,11.1,-1.25,8,n1,categorie,n1
televiseurs,SAMSUNG,Économique,c0,3,1444.41,1643.81,1604.75,1426.4,13.8,11.1,-1.25,8,n1,categorie,n1
televiseurs,SAMSUNG,Économique,c0,4,1444.41,1627.91,1598.98,1398.49,12.7,10.7,-3.18,8,n1,categorie,n1
televiseurs,TCL,Milieu de gamme,c0,1,2797.49,2812.3,2781.88,2773.3,0.53,-0.56,-0.86,6,n1,categorie,n1
televiseurs,TCL,Milieu de gamme,c0,2,2797.49,2804.71,2775.5,2780.35,0.26,-0.79,-0.61,6,n1,categorie,n1
televiseurs,TCL,Milieu de gamme,c0,3,2797.49,2804.71,2775.5,2780.35,0.26,-0.79,-0.61,6,n1,categorie,n1
televiseurs,TCL,Milieu de gamme,c0,4,2797.49,2802.43,2773.59,2767.31,0.18,-0.85,-1.08,6,n1,categorie,n1
televiseurs,TCL,Premium,c0,1,6610.5,6106.38,6322.34,6560.16,-7.63,-4.36,-0.76,6,n1,categorie,n1
televiseurs,TCL,Premium,c0,2,6610.5,6176.09,6383.55,6560.16,-6.57,-3.43,-0.76,6,n1,categorie,n1
televiseurs,TCL,Premium,c0,3,6610.5,6176.09,6383.55,6560.16,-6.57,-3.43,-0.76,6,n1,categorie,n1
televiseurs,TCL,Premium,c0,4,6562.2,6081.67,6300.63,6560.16,-7.32,-3.99,-0.03,6,n1,categorie,n1
televiseurs,TCL,Économique,c0,1,1316.98,1394.68,1378.43,1295.72,5.9,4.67,-1.61,6,n1,categorie,n1
televiseurs,TCL,Économique,c0,2,1316.98,1400.35,1383.18,1295.86,6.33,5.03,-1.6,6,n1,categorie,n1
televiseurs,TCL,Économique,c0,3,1316.98,1400.35,1383.18,1295.86,6.33,5.03,-1.6,6,n1,categorie,n1
televiseurs,TCL,Économique,c0,4,1266.85,1355.78,1350.89,1244.86,7.02,6.63,-1.74,5,n1,categorie,n1
televiseurs,TELEFUNKEN,Milieu de gamme,c0,1,1214.41,1368.78,1332.74,1309.53,12.71,9.74,7.83,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Milieu de gamme,c0,2,1214.41,1378.06,1340.4,1327.07,13.48,10.37,9.28,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Milieu de gamme,c0,3,1214.41,1378.06,1340.4,1327.07,13.48,10.37,9.28,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Milieu de gamme,c0,4,1214.41,1355.35,1325.73,1319.29,11.61,9.17,8.64,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Premium,c0,1,3705.22,3529.22,3532.17,3608.39,-4.75,-4.67,-2.61,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Premium,c0,2,3705.22,3539.73,3541.1,3622.45,-4.47,-4.43,-2.23,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Premium,c0,3,3705.22,3539.73,3541.1,3622.45,-4.47,-4.43,-2.23,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Premium,c0,4,3705.22,3511.14,3516.81,3598.97,-5.24,-5.08,-2.87,6,n1,categorie,n1
televiseurs,TELEFUNKEN,Économique,c0,1,582.57,565.34,539.46,612.87,-2.96,-7.4,5.2,6,categorie,categorie,categorie
televiseurs,TELEFUNKEN,Économique,c0,2,582.57,565.34,539.46,612.87,-2.96,-7.4,5.2,6,categorie,categorie,categorie
televiseurs,TELEFUNKEN,Économique,c0,3,582.57,565.34,539.46,612.87,-2.96,-7.4,5.2,6,categorie,categorie,categorie
televiseurs,TELEFUNKEN,Économique,c0,4,582.57,565.34,539.46,612.87,-2.96,-7.4,5.2,6,categorie,categorie,categorie
televiseurs,THOMSON,Premium,c0,1,3241.66,3401.54,3494.36,3245.17,4.93,7.8,0.11,4,n1,categorie,n1
televiseurs,THOMSON,Premium,c0,2,3241.66,3401.54,3494.36,3245.17,4.93,7.8,0.11,4,n1,categorie,n1
televiseurs,THOMSON,Premium,c0,3,3241.66,3401.54,3494.36,3245.17,4.93,7.8,0.11,4,n1,categorie,n1
televiseurs,THOMSON,Premium,c0,4,3241.66,3401.54,3494.36,3245.17,4.93,7.8,0.11,4,n1,categorie,n1
televiseurs,THOMSON,Économique,c0,1,1642.33,1628.3,1591.77,1686.35,-0.85,-3.08,2.68,6,n1,categorie,n1
televiseurs,THOMSON,Économique,c0,2,1642.33,1628.3,1591.77,1686.35,-0.85,-3.08,2.68,6,n1,categorie,n1
televiseurs,THOMSON,Économique,c0,3,1642.33,1628.3,1591.77,1686.35,-0.85,-3.08,2.68,6,n1,categorie,n1
televiseurs,THOMSON,Économique,c0,4,1642.33,1628.3,1591.77,1686.35,-0.85,-3.08,2.68,6,n1,categorie,n1
televiseurs,VEGA,Gamme unique,c0,1,1119.95,1095.32,1105.88,1087.82,-2.2,-1.26,-2.87,6,categorie,categorie,categorie
televiseurs,VEGA,Gamme unique,c0,2,1119.95,1101.59,1110.97,1077.62,-1.64,-0.8,-3.78,6,categorie,categorie,categorie
televiseurs,VEGA,Gamme unique,c0,3,1119.95,1101.59,1110.97,1077.62,-1.64,-0.8,-3.78,6,categorie,categorie,categorie
televiseurs,VEGA,Gamme unique,c0,4,1119.95,1087.94,1099.56,1074.7,-2.86,-1.82,-4.04,6,categorie,categorie,categorie
