categorie,approche,cluster,marque,gamme_prix,semaine,n_produits,prix_geometrique_tnd
pc_portables,N2_marque_gamme,MSI::Économique::c1,MSI,Économique,1,5,2709.71
pc_portables,N2_marque_gamme,MSI::Économique::c1,MSI,Économique,2,5,2709.71
pc_portables,N2_marque_gamme,MSI::Économique::c1,MSI,Économique,3,5,2709.71
pc_portables,N2_marque_gamme,MSI::Économique::c1,MSI,Économique,4,5,2709.71
pc_portables,N2_marque_gamme,MSI::Économique::c2,MSI,Économique,1,3,2262.13
pc_portables,N2_marque_gamme,MSI::Économique::c2,MSI,Économique,2,2,2139.46
pc_portables,N2_marque_gamme,MSI::Économique::c2,MSI,Économique,3,2,2139.46
pc_portables,N2_marque_gamme,MSI::Économique::c2,MSI,Économique,4,2,2139.46
pc_portables,N2_marque_gamme,MSI::Économique::c3,MSI,Économique,1,3,2662.22
pc_portables,N2_marque_gamme,MSI::Économique::c3,MSI,Économique,2,3,2662.22
pc_portables,N2_marque_gamme,MSI::Économique::c3,MSI,Économique,3,3,2662.22
pc_portables,N2_marque_gamme,MSI::Économique::c3,MSI,Économique,4,3,2662.22
pc_portables,N2_marque_gamme,MSI::Économique::c4,MSI,Économique,1,3,2138.54
pc_portables,N2_marque_gamme,MSI::Économique::c4,MSI,Économique,2,2,2094.7
pc_portables,N2_marque_gamme,MSI::Économique::c4,MSI,Économique,3,2,2094.7
pc_portables,N2_marque_gamme,MSI::Économique::c4,MSI,Économique,4,2,2094.7
pc_portables,N2_marque_gamme,MSI::Économique::c5,MSI,Économique,1,3,2352.83
pc_portables,N2_marque_gamme,MSI::Économique::c5,MSI,Économique,2,3,2453.31
pc_portables,N2_marque_gamme,MSI::Économique::c5,MSI,Économique,3,3,2453.31
pc_portables,N2_marque_gamme,MSI::Économique::c5,MSI,Économique,4,3,2453.31
pc_portables,N2_marque_gamme,MSI::Économique::c6,MSI,Économique,1,2,2579.94
pc_portables,N2_marque_gamme,MSI::Économique::c6,MSI,Économique,2,2,2579.94
pc_portables,N2_marque_gamme,MSI::Économique::c6,MSI,Économique,3,2,2579.94
pc_portables,N2_marque_gamme,MSI::Économique::c6,MSI,Économique,4,2,2579.94
pc_portables,N2_marque_gamme,MSI::Économique::c7,MSI,Économique,1,2,2625.17
pc_portables,N2_marque_gamme,MSI::Économique::c7,MSI,Économique,2,2,2625.17
pc_portables,N2_marque_gamme,MSI::Économique::c7,MSI,Économique,3,2,2625.17
pc_portables,N2_marque_gamme,MSI::Économique::c7,MSI,Économique,4,2,2625.17
smartphones,N1_technique,c0,,,1,103,1712.61
smartphones,N1_technique,c0,,,2,97,1756.99
smartphones,N1_technique,c0,,,3,98,1751.54
smartphones,N1_technique,c0,,,4,97,1775.46
smartphones,N1_technique,c1,,,1,101,607.48
smartphones,N1_technique,c1,,,2,95,614.3
smartphones,N1_technique,c1,,,3,103,614.37
smartphones,N1_technique,c1,,,4,106,616.66
smartphones,N1_technique,c2,,,1,26,445.04
smartphones,N1_technique,c2,,,2,26,402.6
smartphones,N1_technique,c2,,,3,32,420.91
smartphones,N1_technique,c2,,,4,32,420.91
smartphones,N1_technique,c3,,,1,23,1876.89
smartphones,N1_technique,c3,,,2,23,1876.89
smartphones,N1_technique,c3,,,3,23,1876.89
smartphones,N1_technique,c3,,,4,23,1876.89
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c0,HONOR,Milieu de gamme,1,3,979.0
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c0,HONOR,Milieu de gamme,2,3,979.0
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c0,HONOR,Milieu de gamme,3,8,919.2
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c0,HONOR,Milieu de gamme,4,9,923.54
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c1,HONOR,Milieu de gamme,1,2,1072.31
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c1,HONOR,Milieu de gamme,2,1,1199.0
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c1,HONOR,Milieu de gamme,3,1,1199.0
smartphones,N2_marque_gamme,HONOR::Milieu de gamme::c1,HONOR,Milieu de gamme,4,1,1199.0
smartphones,N2_marque_gamme,HONOR::Premium::c0,HONOR,Premium,1,3,1499.0
smartphones,N2_marque_gamme,HONOR::Premium::c0,HONOR,Premium,2,3,1499.0
smartphones,N2_marque_gamme,HONOR::Premium::c0,HONOR,Premium,3,3,1499.0
smartphones,N2_marque_gamme,HONOR::Premium::c0,HONOR,Premium,4,3,1499.0
smartphones,N2_marque_gamme,HONOR::Premium::c1,HONOR,Premium,1,3,1999.0
smartphones,N2_marque_gamme,HONOR::Premium::c1,HONOR,Premium,2,3,1999.0
smartphones,N2_marque_gamme,HONOR::Premium::c1,HONOR,Premium,3,3,1999.0
smartphones,N2_marque_gamme,HONOR::Premium::c1,HONOR,Premium,4,3,1999.0
smartphones,N2_marque_gamme,HONOR::Premium::c2,HONOR,Premium,1,3,1399.0
smartphones,N2_marque_gamme,HONOR::Premium::c2,HONOR,Premium,2,3,1399.0
smartphones,N2_marque_gamme,HONOR::Premium::c2,HONOR,Premium,3,3,1399.0
smartphones,N2_marque_gamme,HONOR::Premium::c2,HONOR,Premium,4,3,1399.0
smartphones,N2_marque_gamme,HONOR::Économique::c0,HONOR,Économique,1,6,714.54
smartphones,N2_marque_gamme,HONOR::Économique::c0,HONOR,Économique,2,4,675.71
smartphones,N2_marque_gamme,HONOR::Économique::c0,HONOR,Économique,3,4,675.71
smartphones,N2_marque_gamme,HONOR::Économique::c0,HONOR,Économique,4,3,639.0
smartphones,N2_marque_gamme,HONOR::Économique::c1,HONOR,Économique,1,3,445.97
smartphones,N2_marque_gamme,HONOR::Économique::c1,HONOR,Économique,2,2,421.61
smartphones,N2_marque_gamme,HONOR::Économique::c1,HONOR,Économique,3,2,421.61
smartphones,N2_marque_gamme,HONOR::Économique::c1,HONOR,Économique,4,2,421.61
smartphones,N2_marque_gamme,HONOR::Économique::c2,HONOR,Économique,1,3,799.0
smartphones,N2_marque_gamme,HONOR::Économique::c2,HONOR,Économique,2,3,799.0
smartphones,N2_marque_gamme,HONOR::Économique::c2,HONOR,Économique,3,3,799.0
smartphones,N2_marque_gamme,HONOR::Économique::c2,HONOR,Économique,4,3,799.0
smartphones,N2_marque_gamme,HONOR::Économique::c3,HONOR,Économique,1,2,599.0
smartphones,N2_marque_gamme,HONOR::Économique::c3,HONOR,Économique,2,2,599.0
smartphones,N2_marque_gamme,HONOR::Économique::c3,HONOR,Économique,3,2,599.0
smartphones,N2_marque_gamme,HONOR::Économique::c3,HONOR,Économique,4,2,599.0
smartphones,N2_marque_gamme,HONOR::Économique::c4,HONOR,Économique,1,2,479.0
smartphones,N2_marque_gamme,HONOR::Économique::c4,HONOR,Économique,2,2,479.0
smartphones,N2_marque_gamme,HONOR::Économique::c4,HONOR,Économique,3,2,479.0
smartphones,N2_marque_gamme,HONOR::Économique::c4,HONOR,Économique,4,2,479.0
smartphones,N2_marque_gamme,HUAWEI::Gamme unique::c0,HUAWEI,Gamme unique,1,2,747.33
smartphones,N2_marque_gamme,HUAWEI::Gamme unique::c0,HUAWEI,Gamme unique,2,2,747.33
smartphones,N2_marque_gamme,HUAWEI::Gamme unique::c0,HUAWEI,Gamme unique,3,2,747.33
smartphones,N2_marque_gamme,HUAWEI::Gamme unique::c0,HUAWEI,Gamme unique,4,2,747.33
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c0,INFINIX,Milieu de gamme,1,5,799.0
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c0,INFINIX,Milieu de gamme,2,5,799.0
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c0,INFINIX,Milieu de gamme,3,5,799.0
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c0,INFINIX,Milieu de gamme,4,5,799.0
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c1,INFINIX,Milieu de gamme,1,4,1094.99
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c1,INFINIX,Milieu de gamme,2,3,1129.0
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c1,INFINIX,Milieu de gamme,3,3,1129.0
smartphones,N2_marque_gamme,INFINIX::Milieu de gamme::c1,INFINIX,Milieu de gamme,4,3,1129.0
smartphones,N2_marque_gamme,INFINIX::Premium::c0,INFINIX,Premium,1,3,1569.0
smartphones,N2_marque_gamme,INFINIX::Premium::c0,INFINIX,Premium,2,3,1569.0
smartphones,N2_marque_gamme,INFINIX::Premium::c0,INFINIX,Premium,3,3,1569.0
smartphones,N2_marque_gamme,INFINIX::Premium::c0,INFINIX,Premium,4,3,1569.0
smartphones,N2_marque_gamme,INFINIX::Premium::c1,INFINIX,Premium,1,2,1869.0
smartphones,N2_marque_gamme,INFINIX::Premium::c1,INFINIX,Premium,2,2,1869.0
smartphones,N2_marque_gamme,INFINIX::Premium::c1,INFINIX,Premium,3,2,1869.0
smartphones,N2_marque_gamme,INFINIX::Premium::c1,INFINIX,Premium,4,2,1869.0
smartphones,N2_marque_gamme,INFINIX::Économique::c0,INFINIX,Économique,1,4,399.0
smartphones,N2_marque_gamme,INFINIX::Économique::c0,INFINIX,Économique,2,4,399.0
smartphones,N2_marque_gamme,INFINIX::Économique::c0,INFINIX,Économique,3,4,399.0
smartphones,N2_marque_gamme,INFINIX::Économique::c0,INFINIX,Économique,4,4,399.0
smartphones,N2_marque_gamme,INFINIX::Économique::c1,INFINIX,Économique,1,4,429.0
smartphones,N2_marque_gamme,INFINIX::Économique::c1,INFINIX,Économique,2,4,439.0
smartphones,N2_marque_gamme,INFINIX::Économique::c1,INFINIX,Économique,3,4,439.0
smartphones,N2_marque_gamme,INFINIX::Économique::c1,INFINIX,Économique,4,4,439.0
smartphones,N2_marque_gamme,LESIA::Milieu de gamme::c0,LESIA,Milieu de gamme,1,3,209.9
smartphones,N2_marque_gamme,LESIA::Milieu de gamme::c0,LESIA,Milieu de gamme,2,3,209.9
smartphones,N2_marque_gamme,LESIA::Milieu de gamme::c0,LESIA,Milieu de gamme,3,3,209.9
smartphones,N2_marque_gamme,LESIA::Milieu de gamme::c0,LESIA,Milieu de gamme,4,3,209.9
smartphones,N2_marque_gamme,LESIA::Premium::c0,LESIA,Premium,2,2,239.45
smartphones,N2_marque_gamme,LESIA::Premium::c0,LESIA,Premium,3,2,239.45
smartphones,N2_marque_gamme,LESIA::Premium::c0,LESIA,Premium,4,2,239.45
smartphones,N2_marque_gamme,LESIA::Premium::c1,LESIA,Premium,1,3,229.9
smartphones,N2_marque_gamme,LESIA::Premium::c1,LESIA,Premium,2,3,229.9
smartphones,N2_marque_gamme,LESIA::Premium::c1,LESIA,Premium,3,3,229.9
smartphones,N2_marque_gamme,LESIA::Premium::c1,LESIA,Premium,4,3,229.9
smartphones,N2_marque_gamme,LESIA::Économique::c0,LESIA,Économique,1,6,179.62
smartphones,N2_marque_gamme,LESIA::Économique::c0,LESIA,Économique,2,6,179.62
smartphones,N2_marque_gamme,LESIA::Économique::c0,LESIA,Économique,3,6,179.62
smartphones,N2_marque_gamme,LESIA::Économique::c0,LESIA,Économique,4,6,179.62
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c0,OPPO,Milieu de gamme,1,2,899.0
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c0,OPPO,Milieu de gamme,2,2,899.0
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c0,OPPO,Milieu de gamme,3,2,899.0
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c0,OPPO,Milieu de gamme,4,2,899.0
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c1,OPPO,Milieu de gamme,1,3,888.89
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c1,OPPO,Milieu de gamme,2,3,888.89
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c1,OPPO,Milieu de gamme,3,3,888.89
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c1,OPPO,Milieu de gamme,4,3,888.89
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c2,OPPO,Milieu de gamme,1,2,999.0
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c2,OPPO,Milieu de gamme,2,2,999.0
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c2,OPPO,Milieu de gamme,3,2,999.0
smartphones,N2_marque_gamme,OPPO::Milieu de gamme::c2,OPPO,Milieu de gamme,4,2,999.0
smartphones,N2_marque_gamme,OPPO::Premium::c0,OPPO,Premium,1,2,1399.0
smartphones,N2_marque_gamme,OPPO::Premium::c0,OPPO,Premium,2,2,1399.0
smartphones,N2_marque_gamme,OPPO::Premium::c0,OPPO,Premium,3,2,1399.0
smartphones,N2_marque_gamme,OPPO::Premium::c0,OPPO,Premium,4,2,1399.0
smartphones,N2_marque_gamme,OPPO::Premium::c1,OPPO,Premium,1,3,2065.12
smartphones,N2_marque_gamme,OPPO::Premium::c1,OPPO,Premium,2,3,2065.12
smartphones,N2_marque_gamme,OPPO::Premium::c1,OPPO,Premium,3,3,2065.12
smartphones,N2_marque_gamme,OPPO::Premium::c1,OPPO,Premium,4,2,2099.0
smartphones,N2_marque_gamme,OPPO::Premium::c2,OPPO,Premium,1,2,1199.0
smartphones,N2_marque_gamme,OPPO::Premium::c2,OPPO,Premium,2,2,1199.0
smartphones,N2_marque_gamme,OPPO::Premium::c2,OPPO,Premium,3,2,1199.0
smartphones,N2_marque_gamme,OPPO::Premium::c2,OPPO,Premium,4,2,1199.0
smartphones,N2_marque_gamme,OPPO::Économique::c0,OPPO,Économique,1,6,630.63
smartphones,N2_marque_gamme,OPPO::Économique::c0,OPPO,Économique,2,5,637.16
smartphones,N2_marque_gamme,OPPO::Économique::c0,OPPO,Économique,3,5,637.16
smartphones,N2_marque_gamme,OPPO::Économique::c0,OPPO,Économique,4,5,637.16
smartphones,N2_marque_gamme,OPPO::Économique::c1,OPPO,Économique,1,2,699.0
smartphones,N2_marque_gamme,OPPO::Économique::c1,OPPO,Économique,2,2,699.0
smartphones,N2_marque_gamme,OPPO::Économique::c1,OPPO,Économique,3,2,699.0
smartphones,N2_marque_gamme,OPPO::Économique::c1,OPPO,Économique,4,2,699.0
smartphones,N2_marque_gamme,OSCAL::Milieu de gamme::c0,OSCAL,Milieu de gamme,1,1,449.0
smartphones,N2_marque_gamme,OSCAL::Milieu de gamme::c0,OSCAL,Milieu de gamme,2,1,449.0
smartphones,N2_marque_gamme,OSCAL::Milieu de gamme::c0,OSCAL,Milieu de gamme,3,1,449.0
smartphones,N2_marque_gamme,OSCAL::Milieu de gamme::c0,OSCAL,Milieu de gamme,4,1,449.0
smartphones,N2_marque_gamme,OSCAL::Premium::c0,OSCAL,Premium,1,2,499.0
smartphones,N2_marque_gamme,OSCAL::Premium::c0,OSCAL,Premium,2,2,499.0
smartphones,N2_marque_gamme,OSCAL::Premium::c0,OSCAL,Premium,3,2,499.0
smartphones,N2_marque_gamme,OSCAL::Premium::c0,OSCAL,Premium,4,2,499.0
smartphones,N2_marque_gamme,OSCAL::Économique::c0,OSCAL,Économique,1,2,329.0
smartphones,N2_marque_gamme,OSCAL::Économique::c0,OSCAL,Économique,2,2,329.0
smartphones,N2_marque_gamme,OSCAL::Économique::c0,OSCAL,Économique,3,2,329.0
smartphones,N2_marque_gamme,OSCAL::Économique::c0,OSCAL,Économique,4,2,329.0
smartphones,N2_marque_gamme,OSCAL::Économique::c1,OSCAL,Économique,1,2,399.0
smartphones,N2_marque_gamme,OSCAL::Économique::c1,OSCAL,Économique,2,2,399.0
smartphones,N2_marque_gamme,OSCAL::Économique::c1,OSCAL,Économique,3,2,399.0
smartphones,N2_marque_gamme,OSCAL::Économique::c1,OSCAL,Économique,4,2,399.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,1,5,1680.51
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,2,5,1680.51
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,3,5,1680.51
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c0,SAMSUNG,Milieu de gamme,4,5,1680.51
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,1,8,1943.22
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,2,8,1943.22
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,3,8,1943.22
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c1,SAMSUNG,Milieu de gamme,4,8,1943.22
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c2,SAMSUNG,Milieu de gamme,1,4,1999.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c2,SAMSUNG,Milieu de gamme,2,4,1999.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c2,SAMSUNG,Milieu de gamme,3,4,1999.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c2,SAMSUNG,Milieu de gamme,4,4,1999.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c3,SAMSUNG,Milieu de gamme,1,2,1599.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c3,SAMSUNG,Milieu de gamme,2,2,1599.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c3,SAMSUNG,Milieu de gamme,3,2,1599.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c3,SAMSUNG,Milieu de gamme,4,2,1599.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c4,SAMSUNG,Milieu de gamme,1,4,2299.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c4,SAMSUNG,Milieu de gamme,2,4,2299.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c4,SAMSUNG,Milieu de gamme,3,4,2299.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c4,SAMSUNG,Milieu de gamme,4,4,2299.0
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c5,SAMSUNG,Milieu de gamme,1,4,1519.52
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c5,SAMSUNG,Milieu de gamme,2,4,1519.52
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c5,SAMSUNG,Milieu de gamme,3,4,1519.52
smartphones,N2_marque_gamme,SAMSUNG::Milieu de gamme::c5,SAMSUNG,Milieu de gamme,4,4,1519.52
smartphones,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,1,3,4799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,2,2,4799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,3,2,4799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c0,SAMSUNG,Premium,4,2,4799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,1,4,3999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,2,4,3999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,3,4,3999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c1,SAMSUNG,Premium,4,4,3999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c2,SAMSUNG,Premium,1,4,2799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c2,SAMSUNG,Premium,2,4,2799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c2,SAMSUNG,Premium,3,4,2799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c2,SAMSUNG,Premium,4,4,2799.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c3,SAMSUNG,Premium,1,4,4999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c3,SAMSUNG,Premium,2,4,4999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c3,SAMSUNG,Premium,3,4,4999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c3,SAMSUNG,Premium,4,4,4999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c4,SAMSUNG,Premium,1,2,3640.43
smartphones,N2_marque_gamme,SAMSUNG::Premium::c4,SAMSUNG,Premium,2,2,3640.43
smartphones,N2_marque_gamme,SAMSUNG::Premium::c4,SAMSUNG,Premium,3,1,3899.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c4,SAMSUNG,Premium,4,2,3640.43
smartphones,N2_marque_gamme,SAMSUNG::Premium::c5,SAMSUNG,Premium,1,4,5999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c5,SAMSUNG,Premium,2,4,5999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c5,SAMSUNG,Premium,3,4,5999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c5,SAMSUNG,Premium,4,4,5999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c6,SAMSUNG,Premium,1,4,6999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c6,SAMSUNG,Premium,2,4,6999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c6,SAMSUNG,Premium,3,4,6999.0
smartphones,N2_marque_gamme,SAMSUNG::Premium::c6,SAMSUNG,Premium,4,4,6999.0
smartphones,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,1,15,553.43
smartphones,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,2,15,553.43
smartphones,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,3,15,553.43
smartphones,N2_marque_gamme,SAMSUNG::Économique::c0,SAMSUNG,Économique,4,15,553.43
smartphones,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,1,6,982.41
smartphones,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,2,5,983.1
smartphones,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,3,5,983.1
smartphones,N2_marque_gamme,SAMSUNG::Économique::c1,SAMSUNG,Économique,4,5,983.1
smartphones,N2_marque_gamme,SAMSUNG::Économique::c2,SAMSUNG,Économique,1,6,1038.22
smartphones,N2_marque_gamme,SAMSUNG::Économique::c2,SAMSUNG,Économique,2,6,1038.22
smartphones,N2_marque_gamme,SAMSUNG::Économique::c2,SAMSUNG,Économique,3,6,1038.22
smartphones,N2_marque_gamme,SAMSUNG::Économique::c2,SAMSUNG,Économique,4,6,1038.22
smartphones,N2_marque_gamme,TECNO::Milieu de gamme::c0,TECNO,Milieu de gamme,1,2,599.0
smartphones,N2_marque_gamme,TECNO::Milieu de gamme::c0,TECNO,Milieu de gamme,2,1,599.0
smartphones,N2_marque_gamme,TECNO::Milieu de gamme::c0,TECNO,Milieu de gamme,3,1,599.0
smartphones,N2_marque_gamme,TECNO::Milieu de gamme::c0,TECNO,Milieu de gamme,4,1,599.0
smartphones,N2_marque_gamme,TECNO::Économique::c0,TECNO,Économique,1,4,556.48
smartphones,N2_marque_gamme,TECNO::Économique::c0,TECNO,Économique,2,3,559.0
smartphones,N2_marque_gamme,TECNO::Économique::c0,TECNO,Économique,3,3,559.0
smartphones,N2_marque_gamme,TECNO::Économique::c0,TECNO,Économique,4,3,559.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c0,VIVO,Milieu de gamme,1,4,1007.21
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c0,VIVO,Milieu de gamme,2,4,1007.21
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c0,VIVO,Milieu de gamme,3,4,1007.21
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c0,VIVO,Milieu de gamme,4,4,1007.21
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c1,VIVO,Milieu de gamme,1,2,1499.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c1,VIVO,Milieu de gamme,2,2,1499.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c1,VIVO,Milieu de gamme,3,2,1499.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c1,VIVO,Milieu de gamme,4,2,1499.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c2,VIVO,Milieu de gamme,1,2,1169.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c2,VIVO,Milieu de gamme,2,2,1169.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c2,VIVO,Milieu de gamme,3,2,1169.0
smartphones,N2_marque_gamme,VIVO::Milieu de gamme::c2,VIVO,Milieu de gamme,4,2,1169.0
smartphones,N2_marque_gamme,VIVO::Premium::c0,VIVO,Premium,1,3,1977.42
smartphones,N2_marque_gamme,VIVO::Premium::c0,VIVO,Premium,2,3,1977.42
smartphones,N2_marque_gamme,VIVO::Premium::c0,VIVO,Premium,3,5,2025.19
smartphones,N2_marque_gamme,VIVO::Premium::c0,VIVO,Premium,4,5,2025.19
smartphones,N2_marque_gamme,VIVO::Premium::c1,VIVO,Premium,1,2,1699.0
smartphones,N2_marque_gamme,VIVO::Premium::c1,VIVO,Premium,2,2,1699.0
smartphones,N2_marque_gamme,VIVO::Premium::c1,VIVO,Premium,3,2,1699.0
smartphones,N2_marque_gamme,VIVO::Premium::c1,VIVO,Premium,4,2,1699.0
smartphones,N2_marque_gamme,VIVO::Économique::c0,VIVO,Économique,1,4,480.68
smartphones,N2_marque_gamme,VIVO::Économique::c0,VIVO,Économique,2,1,459.0
smartphones,N2_marque_gamme,VIVO::Économique::c0,VIVO,Économique,3,1,459.0
smartphones,N2_marque_gamme,VIVO::Économique::c0,VIVO,Économique,4,1,459.0
smartphones,N2_marque_gamme,VIVO::Économique::c1,VIVO,Économique,1,3,789.47
smartphones,N2_marque_gamme,VIVO::Économique::c1,VIVO,Économique,2,3,789.47
smartphones,N2_marque_gamme,VIVO::Économique::c1,VIVO,Économique,3,3,789.47
smartphones,N2_marque_gamme,VIVO::Économique::c1,VIVO,Économique,4,3,789.47
smartphones,N2_marque_gamme,VIVO::Économique::c2,VIVO,Économique,1,4,393.71
smartphones,N2_marque_gamme,VIVO::Économique::c2,VIVO,Économique,2,4,393.71
smartphones,N2_marque_gamme,VIVO::Économique::c2,VIVO,Économique,3,4,393.71
smartphones,N2_marque_gamme,VIVO::Économique::c2,VIVO,Économique,4,4,393.71
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c0,XIAOMI,Milieu de gamme,1,4,799.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c0,XIAOMI,Milieu de gamme,2,4,799.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c0,XIAOMI,Milieu de gamme,3,4,799.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c0,XIAOMI,Milieu de gamme,4,4,799.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c1,XIAOMI,Milieu de gamme,1,8,738.93
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c1,XIAOMI,Milieu de gamme,2,5,744.96
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c1,XIAOMI,Milieu de gamme,3,5,744.96
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c1,XIAOMI,Milieu de gamme,4,5,744.96
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c2,XIAOMI,Milieu de gamme,1,2,839.0
smartphones,N2_marque_gamme,XIAOMI::Milieu de gamme::c2,XIAOMI,Milieu de gamme,2,2,839.0
