segment_col,segment,famille,n_lignes,n_produits_distincts,n_predicteurs,n_min_requis,ajuste,raison_rejet,n_test,r2_test,rmse_tnd_test,r2_test_categorie,rmse_tnd_test_categorie,comparaison_possible,retenu_pour_prediction
cluster_id,SAMSUNG::Économique::c0,hedonic_ols,56,14,4,40,True,,4,1.0,0.0,0.0,35.87,True,True
cluster_id,SAMSUNG::Économique::c0,ridge,56,14,4,20,True,,4,0.0,19.68,0.0,11.33,True,False
cluster_id,SAMSUNG::Économique::c0,random_forest,56,14,4,20,True,,4,0.0,0.0,0.0,4.55,True,False
cluster_id,SAMSUNG::Économique::c1,hedonic_ols,20,5,5,50,False,n_lignes=20 < n_min_requis=50 (ratio=10),1,,,,,False,False
cluster_id,SAMSUNG::Économique::c1,ridge,20,5,5,25,False,n_lignes=20 < n_min_requis=25 (ratio=5),1,,,,,False,False
cluster_id,SAMSUNG::Économique::c1,random_forest,20,5,5,25,False,n_lignes=20 < n_min_requis=25 (ratio=5),1,,,,,False,False
cluster_id,SAMSUNG::Économique::c2,hedonic_ols,16,4,4,40,False,n_lignes=16 < n_min_requis=40 (ratio=10),8,,,,,False,False
cluster_id,SAMSUNG::Économique::c2,ridge,16,4,4,20,False,n_lignes=16 < n_min_requis=20 (ratio=5),8,,,,,False,False
cluster_id,SAMSUNG::Économique::c2,random_forest,16,4,4,20,False,n_lignes=16 < n_min_requis=20 (ratio=5),8,,,,,False,False
cluster_id,TECNO::Gamme unique::c0,hedonic_ols,18,6,5,50,False,n_lignes=18 < n_min_requis=50 (ratio=10),0,,,,,False,False
cluster_id,TECNO::Gamme unique::c0,ridge,18,6,5,25,False,n_lignes=18 < n_min_requis=25 (ratio=5),0,,,,,False,False
cluster_id,TECNO::Gamme unique::c0,random_forest,18,6,5,25,False,n_lignes=18 < n_min_requis=25 (ratio=5),0,,,,,False,False
cluster_id,VIVO::Milieu de gamme::c0,hedonic_ols,28,7,6,60,False,n_lignes=28 < n_min_requis=60 (ratio=10),8,,,,,False,False
cluster_id,VIVO::Milieu de gamme::c0,ridge,28,7,6,30,False,n_lignes=28 < n_min_requis=30 (ratio=5),8,,,,,False,False
cluster_id,VIVO::Milieu de gamme::c0,random_forest,28,7,6,30,False,n_lignes=28 < n_min_requis=30 (ratio=5),8,,,,,False,False
cluster_id,VIVO::Premium::c0,hedonic_ols,16,4,6,60,False,n_lignes=16 < n_min_requis=60 (ratio=10),12,,,,,False,False
cluster_id,VIVO::Premium::c0,ridge,16,4,6,30,False,n_lignes=16 < n_min_requis=30 (ratio=5),12,,,,,False,False
cluster_id,VIVO::Premium::c0,random_forest,16,4,6,30,False,n_lignes=16 < n_min_requis=30 (ratio=5),12,,,,,False,False
cluster_id,VIVO::Économique::c0,hedonic_ols,18,6,4,40,False,n_lignes=18 < n_min_requis=40 (ratio=10),5,,,,,False,False
cluster_id,VIVO::Économique::c0,ridge,18,6,4,20,False,n_lignes=18 < n_min_requis=20 (ratio=5),5,,,,,False,False
cluster_id,VIVO::Économique::c0,random_forest,18,6,4,20,False,n_lignes=18 < n_min_requis=20 (ratio=5),5,,,,,False,False
cluster_id,XIAOMI::Milieu de gamme::c0,hedonic_ols,44,11,9,90,False,n_lignes=44 < n_min_requis=90 (ratio=10),12,,,,,False,False
cluster_id,XIAOMI::Milieu de gamme::c0,ridge,44,11,9,45,False,n_lignes=44 < n_min_requis=45 (ratio=5),12,,,,,False,False
cluster_id,XIAOMI::Milieu de gamme::c0,random_forest,44,11,9,45,False,n_lignes=44 < n_min_requis=45 (ratio=5),12,,,,,False,False
cluster_id,XIAOMI::Premium::c0,hedonic_ols,48,12,8,80,False,n_lignes=48 < n_min_requis=80 (ratio=10),12,,,,,False,False
cluster_id,XIAOMI::Premium::c0,ridge,48,12,8,40,True,,12,0.3714,372.38,-5.8633,948.86,True,True
cluster_id,XIAOMI::Premium::c0,random_forest,48,12,8,40,True,,12,0.2618,422.69,0.2813,234.99,True,False
cluster_id,XIAOMI::Économique::c0,hedonic_ols,62,17,10,100,False,n_lignes=62 < n_min_requis=100 (ratio=10),9,,,,,False,False
cluster_id,XIAOMI::Économique::c0,ridge,62,17,10,50,True,,9,0.9999,0.81,0.294,66.52,True,True
cluster_id,XIAOMI::Économique::c0,random_forest,62,17,10,50,True,,9,1.0,0.09,0.9364,19.14,True,True
