categorie,marque,gamme,cluster_segmentation,cle_produit,semaine,prix_tnd
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-65-mg60sb-qled-4k-smart-google-tv-recepteur-integre-avec-barre-de-son-noir.html,4,2189.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-mg60-55-qled-4k-smart-google-tv-avec-recepteur-integre.html,1,1399.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-mg60-55-qled-4k-smart-google-tv-avec-recepteur-integre.html,2,1399.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-mg60-55-qled-4k-smart-google-tv-avec-recepteur-integre.html,3,1399.0
televiseurs,MAXWELL,Gamme unique,profil_descriptif,https://www.mytek.tn/tv-maxwell-mg60-55-qled-4k-smart-google-tv-avec-recepteur-integre.html,4,1399.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-qled-4k-uhd-q70dau-smart-tv-noir.html,1,3099.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-qled-4k-uhd-q70dau-smart-tv-noir.html,2,3099.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-qled-4k-uhd-q70dau-smart-tv-noir.html,3,3099.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-qled-q7f-4k-vision-ai-smart-tv-2025.html,1,2119.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-qled-q7f-4k-vision-ai-smart-tv-2025.html,2,2119.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-qled-q7f-4k-vision-ai-smart-tv-2025.html,3,2119.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-qled-q7f-4k-vision-ai-smart-tv-2025.html,4,2119.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-smart-qn70fau-neo-qled-4k-2025.html,1,2899.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-smart-qn70fau-neo-qled-4k-2025.html,2,2899.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-smart-qn70fau-neo-qled-4k-2025.html,3,2899.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-55-smart-qn70fau-neo-qled-4k-2025.html,4,2899.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-crystal-uhd-u8000f-4k-smart-tv.html,1,2699.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-crystal-uhd-u8000f-4k-smart-tv.html,2,2699.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-crystal-uhd-u8000f-4k-smart-tv.html,3,2699.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-crystal-uhd-u8000f-4k-smart-tv.html,4,2699.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-4k-uhd-smart-tv-65q6f-2025.html,1,2999.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-4k-uhd-smart-tv-65q6f-2025.html,2,2999.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-4k-uhd-smart-tv-65q6f-2025.html,3,2999.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-4k-uhd-smart-tv-65q6f-2025.html,4,2999.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-q7f-4k-vision-ai-smart-tv-2025.html,1,3249.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-q7f-4k-vision-ai-smart-tv-2025.html,2,3249.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-q7f-4k-vision-ai-smart-tv-2025.html,3,3249.0
televiseurs,SAMSUNG,Milieu de gamme,profil_descriptif,https://www.mytek.tn/tv-samsung-65-qled-q7f-4k-vision-ai-smart-tv-2025.html,4,3249.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/televiseur-samsung-q6faau-75-qled-4k-uhd-smart-tv-noir.html,1,4899.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/televiseur-samsung-q6faau-75-qled-4k-uhd-smart-tv-noir.html,2,4899.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/televiseur-samsung-q6faau-75-qled-4k-uhd-smart-tv-noir.html,3,4899.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/televiseur-samsung-q6faau-75-qled-4k-uhd-smart-tv-noir.html,4,4899.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-65-smart-qn70fau-neo-qled-4k-2025.html,1,4399.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-65-smart-qn70fau-neo-qled-4k-2025.html,2,4399.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-65-smart-qn70fau-neo-qled-4k-2025.html,3,4399.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-65-smart-qn70fau-neo-qled-4k-2025.html,4,4399.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-70-crystal-uhd-u8000f-4k-smart-tv.html,1,3279.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-70-crystal-uhd-u8000f-4k-smart-tv.html,2,3279.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-70-crystal-uhd-u8000f-4k-smart-tv.html,3,3279.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-70-crystal-uhd-u8000f-4k-smart-tv.html,4,3279.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-crystal-uhd-u8000f-4k-smart-tv.html,1,3999.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-crystal-uhd-u8000f-4k-smart-tv.html,2,3999.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-crystal-uhd-u8000f-4k-smart-tv.html,3,3999.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-crystal-uhd-u8000f-4k-smart-tv.html,4,3999.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-qled-q7f-4k-vision-ai-smart-tv-2025.html,1,5299.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-qled-q7f-4k-vision-ai-smart-tv-2025.html,2,5299.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-qled-q7f-4k-vision-ai-smart-tv-2025.html,3,5299.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-75-qled-q7f-4k-vision-ai-smart-tv-2025.html,4,5299.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-crystal-uhd-u8000f-4k-smart-tv.html,1,6649.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-crystal-uhd-u8000f-4k-smart-tv.html,2,6649.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-crystal-uhd-u8000f-4k-smart-tv.html,3,6649.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-crystal-uhd-u8000f-4k-smart-tv.html,4,6649.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-qled-q7f-4k-vision-ai-smart-tv-2025.html,1,7899.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-qled-q7f-4k-vision-ai-smart-tv-2025.html,2,7899.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-qled-q7f-4k-vision-ai-smart-tv-2025.html,3,7899.0
televiseurs,SAMSUNG,Premium,profil_descriptif,https://www.mytek.tn/tv-samsung-85-qled-q7f-4k-vision-ai-smart-tv-2025.html,4,7899.0
televiseurs,SAMSUNG,Économique,profil_descriptif,https://www.mytek.tn/tv-samsung-32-hd-h5000-smart-tv-2025.html,1,729.0
televiseurs,SAMSUNG,Économique,profil_descriptif,https://www.mytek.tn/tv-samsung-32-hd-h5000-smart-tv-2025.html,2,729.0
televiseurs,SAMSUNG,Économique,profil_descriptif,https://www.mytek.tn/tv-samsung-32-hd-h5000-smart-tv-2025.html,3,729.0
televiseurs,SAMSUNG,Économique,profil_descriptif,https://www.mytek.tn/tv-samsung-32-hd-h5000-smart-tv-2025.html,4,729.0
